"slug","category","current_title","current_meta_title","current_description","current_meta_description","title_issue","description_issue","duplicate_group","search_intent","proposed_title","proposed_meta_title","proposed_description","proposed_meta_description","body_supports_change","legal_risk","action","status"
"que-hacer-si-me-detienen-en-honduras","derecho-penal","¿Qué hacer si me detienen en Honduras? Guía práctica","¿Qué hacer si me detienen en Honduras? Guía práctica","Recomendaciones generales para actuar con prudencia ante una detención y solicitar asistencia jurídica sin interferir con la actuación de la autoridad.","Recomendaciones generales para actuar con prudencia ante una detención y solicitar asistencia jurídica sin interferir con la actuación de la autoridad.","","","","sin conflicto demostrado","¿Qué hacer si me detienen en Honduras? Guía práctica","¿Qué hacer si me detienen en Honduras? Guía práctica","Recomendaciones generales para actuar con prudencia ante una detención y solicitar asistencia jurídica sin interferir con la actuación de la autoridad.","Recomendaciones generales para actuar con prudencia ante una detención y solicitar asistencia jurídica sin interferir con la actuación de la autoridad.","true","LOW","KEEP","KEEP"
"reagrupacion-familiar-hondurenos-espana","hondurenos-en-espana","Reagrupación familiar en España para hondureños","Reagrupación Familiar España para Hondureños","Cómo reagrupar a cónyuge, hijos y ascendientes hondureños en España: requisitos de ingresos, vivienda, familiares reagrupables y proceso paso a paso.","Guía completa sobre reagrupación familiar en España para hondureños. Requisitos de ingresos, vivienda y proceso paso a paso. Consulte a expertos.","","","","sin conflicto demostrado","Reagrupación familiar en España para hondureños","Reagrupación Familiar España para Hondureños","Cómo reagrupar a cónyuge, hijos y ascendientes hondureños en España: requisitos de ingresos, vivienda, familiares reagrupables y proceso paso a paso.","Guía completa sobre reagrupación familiar en España para hondureños. Requisitos de ingresos, vivienda y proceso paso a paso. Consulte a expertos.","true","LOW","KEEP","KEEP"
"reclamar-deuda-legalmente-honduras","derecho-civil","Cómo reclamar una deuda legalmente en Honduras","Cómo Cobrar una Deuda en Honduras","Guía práctica para reclamar deudas por la vía legal en Honduras. Requisitos del título ejecutivo, procedimiento judicial y alternativas de cobro.","Descubra cómo reclamar una deuda legalmente en Honduras. Conozca el proceso monitorio, juicio ejecutivo, requisitos y plazos de prescripción según la ley.","","","","sin conflicto demostrado","Cómo reclamar una deuda legalmente en Honduras","Cómo Cobrar una Deuda en Honduras","Guía práctica para reclamar deudas por la vía legal en Honduras. Requisitos del título ejecutivo, procedimiento judicial y alternativas de cobro.","Descubra cómo reclamar una deuda legalmente en Honduras. Conozca el proceso monitorio, juicio ejecutivo, requisitos y plazos de prescripción según la ley.","true","LOW","KEEP","KEEP"
"recurso-de-amparo-honduras-guia-completa","derecho-administrativo","Recurso de Amparo en Honduras: Guía Completa y Procedimiento Actualizado","Recurso de Amparo Honduras: Guía y Procedimiento","El amparo no es una segunda apelación. Guía precisa: qué derechos protege, contra qué actos procede, plazo fatal de 2 meses, diferencias con hábeas corpus y","Conozca el Recurso de Amparo en Honduras: para qué sirve, cuándo procede, plazos y procedimiento ante la Sala de lo Constitucional de la CSJ.","","","","sin conflicto demostrado","Recurso de Amparo en Honduras: Guía Completa y Procedimiento Actualizado","Recurso de Amparo Honduras: Guía y Procedimiento","El amparo no es una segunda apelación. Guía precisa: qué derechos protege, contra qué actos procede, plazo fatal de 2 meses, diferencias con hábeas corpus y","Conozca el Recurso de Amparo en Honduras: para qué sirve, cuándo procede, plazos y procedimiento ante la Sala de lo Constitucional de la CSJ.","true","LOW","KEEP","KEEP"
"recursos-sentencia-penal-apelacion-casacion-honduras","proceso-penal","Recursos contra sentencia penal en Honduras","Apelación y Casación Penal en Honduras","Guía sobre los recursos que proceden contra una sentencia penal: apelación ante la Corte de Apelaciones y casación ante la Sala Penal. Plazos, requisitos y","Guía sobre cómo recurrir una sentencia penal en Honduras. Diferencias entre apelación y casación ante la CSJ, plazos legales y errores comunes.","","","","sin conflicto demostrado","Recursos contra sentencia penal en Honduras","Apelación y Casación Penal en Honduras","Guía sobre los recursos que proceden contra una sentencia penal: apelación ante la Corte de Apelaciones y casación ante la Sala Penal. Plazos, requisitos y","Guía sobre cómo recurrir una sentencia penal en Honduras. Diferencias entre apelación y casación ante la CSJ, plazos legales y errores comunes.","true","LOW","KEEP","KEEP"
"reformas-legales-recientes-honduras","noticias-legales","Reformas Legales Honduras 2024: Guía Completa","Reformas Legales Honduras 2024","Actualización sobre las reformas más relevantes: Decreto 59-2024, facturación electrónica del SAR, nuevas medidas de protección familiar y cambios en propiedad","Guía completa sobre las reformas legales en Honduras 2024: Código Penal, Código de Familia, Ley Contra Violencia Doméstica y el Nuevo Régimen de","","","","sin conflicto demostrado","Reformas Legales Honduras 2024: Guía Completa","Reformas Legales Honduras 2024","Actualización sobre las reformas más relevantes: Decreto 59-2024, facturación electrónica del SAR, nuevas medidas de protección familiar y cambios en propiedad","Guía completa sobre las reformas legales en Honduras 2024: Código Penal, Código de Familia, Ley Contra Violencia Doméstica y el Nuevo Régimen de","true","LOW","KEEP","KEEP"
"refugio-asilo-solicitarlo","extranjeria-migracion","Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo","Refugio y Asilo en Honduras: Proceso y","Diferencia entre refugio y asilo, quiénes califican (persecución, conflicto armado), proceso ante la DGME y CONARE, principio de no devolución durante el","Conozca el proceso y requisitos para solicitar refugio o asilo en Honduras. Información legal actualizada sobre protección internacional.","","","","sin conflicto demostrado","Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo","Refugio y Asilo en Honduras: Proceso y","Diferencia entre refugio y asilo, quiénes califican (persecución, conflicto armado), proceso ante la DGME y CONARE, principio de no devolución durante el","Conozca el proceso y requisitos para solicitar refugio o asilo en Honduras. Información legal actualizada sobre protección internacional.","true","LOW","KEEP","KEEP"
"registrar-marca-honduras-paso-a-paso","propiedad-intelectual","Registrar una Marca en Honduras","Registro de Marca en Honduras: Guía Paso a Paso","Guía completa del proceso de registro de marca ante el Instituto de la Propiedad: búsqueda de antecedentes, publicación en La Gaceta, oposición, costos y","Aprenda cómo registrar su marca en Honduras. Conozca el proceso, costos, duración y riesgos de no hacerlo ante el Instituto de la Propiedad.","","","","sin conflicto demostrado","Registrar una Marca en Honduras","Registro de Marca en Honduras: Guía Paso a Paso","Guía completa del proceso de registro de marca ante el Instituto de la Propiedad: búsqueda de antecedentes, publicación en La Gaceta, oposición, costos y","Aprenda cómo registrar su marca en Honduras. Conozca el proceso, costos, duración y riesgos de no hacerlo ante el Instituto de la Propiedad.","true","LOW","KEEP","KEEP"
"registro-medicamentos-productos-farmaceuticos-honduras","regulacion-sanitaria","Registro de medicamentos en Honduras","Registro de Medicamentos en Honduras","Requisitos técnicos para el registro de medicamentos en Honduras ante la ARSA: certificado OMS, BPM, estudios de estabilidad zona IV, etiquetado en español y","Descubra los requisitos técnicos, costos y plazos reales para obtener un registro sanitario ante ARSA en Honduras.","","","","sin conflicto demostrado","Registro de medicamentos en Honduras","Registro de Medicamentos en Honduras","Requisitos técnicos para el registro de medicamentos en Honduras ante la ARSA: certificado OMS, BPM, estudios de estabilidad zona IV, etiquetado en español y","Descubra los requisitos técnicos, costos y plazos reales para obtener un registro sanitario ante ARSA en Honduras.","true","LOW","KEEP","KEEP"
"registro-sanitario-alimentos-arsa-paso-a-paso-honduras","regulacion-sanitaria","Registro Sanitario de Alimentos en Honduras","Registro sanitario ARSA Honduras: requisitos y pasos","Qué productos necesitan registro ARSA, requisitos, proceso paso a paso, plazos de 30-60 días, vigencia de 5 años y renovación. Guía para fabricantes e","Revise los requisitos y pasos para tramitar ante ARSA el registro sanitario de alimentos procesados en Honduras.","","","","sin conflicto demostrado","Registro Sanitario de Alimentos en Honduras","Registro sanitario ARSA Honduras: requisitos y pasos","Qué productos necesitan registro ARSA, requisitos, proceso paso a paso, plazos de 30-60 días, vigencia de 5 años y renovación. Guía para fabricantes e","Revise los requisitos y pasos para tramitar ante ARSA el registro sanitario de alimentos procesados en Honduras.","true","LOW","KEEP","KEEP"
"residencia-temporal-requisitos-plazos-honduras","extranjeria-migracion","Residencia Temporal en Honduras","Residencia Temporal en Honduras","Residencia temporal en Honduras 2026: tipos (trabajo, inversión, estudios, reunificación familiar, rentista), requisitos de cada categoría, proceso ante la","Guía completa para obtener la residencia temporal en Honduras por trabajo, inversión, estudios o matrimonio. Requisitos del INM y tiempos de trámite.","","","","sin conflicto demostrado","Residencia Temporal en Honduras","Residencia Temporal en Honduras","Residencia temporal en Honduras 2026: tipos (trabajo, inversión, estudios, reunificación familiar, rentista), requisitos de cada categoría, proceso ante la","Guía completa para obtener la residencia temporal en Honduras por trabajo, inversión, estudios o matrimonio. Requisitos del INM y tiempos de trámite.","true","LOW","KEEP","KEEP"
"responsabilidad-medica-mala-praxis-honduras","regulacion-sanitaria","Mala Praxis Medica en Honduras","Mala Praxis Médica en Honduras","Tipos de negligencia médica, plazo de 1 año para reclamar, pruebas clave (peritaje, historia clínica) y vías de reclamación civil y penal en Honduras.","Conozca sus derechos y cómo reclamar indemnización por mala praxis médica en Honduras. Plazos, ley y pasos a seguir. Consulte a nuestros abogados.","","","","sin conflicto demostrado","Mala Praxis Medica en Honduras","Mala Praxis Médica en Honduras","Tipos de negligencia médica, plazo de 1 año para reclamar, pruebas clave (peritaje, historia clínica) y vías de reclamación civil y penal en Honduras.","Conozca sus derechos y cómo reclamar indemnización por mala praxis médica en Honduras. Plazos, ley y pasos a seguir. Consulte a nuestros abogados.","true","LOW","KEEP","KEEP"
"riesgos-profesionales-accidentes","derecho-laboral","Accidentes Laborales en Honduras: Cobertura Legal","Accidentes Laborales Honduras: Cobertura Legal y","Conozca sus derechos ante un accidente laboral en Honduras: cobertura del IHSS, prestaciones, plazos para reclamar y acciones legales si el empleador no paga.","Conozca sus derechos ante accidentes y enfermedades laborales en Honduras. Cobertura del IHSS, obligaciones del empleador y acciones legales. Asesoría","","","","sin conflicto demostrado","Accidentes Laborales en Honduras: Cobertura Legal","Accidentes Laborales Honduras: Cobertura Legal y","Conozca sus derechos ante un accidente laboral en Honduras: cobertura del IHSS, prestaciones, plazos para reclamar y acciones legales si el empleador no paga.","Conozca sus derechos ante accidentes y enfermedades laborales en Honduras. Cobertura del IHSS, obligaciones del empleador y acciones legales. Asesoría","true","LOW","KEEP","KEEP"
"sanciones-administrativas-como-defenderse-honduras","derecho-administrativo","Sanciones Administrativas en Honduras","Sanciones Administrativas Honduras","Tipos de sanciones (multas, suspensión, clausura), plazos de 10 días para recurrir, recursos de reposición y apelación, y demanda contencioso-administrativa.","Conozca los tipos de sanciones administrativas en Honduras, plazos para impugnar (10 días hábiles) y vías de recurso. Asesoría legal para su defensa.","","","","sin conflicto demostrado","Sanciones Administrativas en Honduras","Sanciones Administrativas Honduras","Tipos de sanciones (multas, suspensión, clausura), plazos de 10 días para recurrir, recursos de reposición y apelación, y demanda contencioso-administrativa.","Conozca los tipos de sanciones administrativas en Honduras, plazos para impugnar (10 días hábiles) y vías de recurso. Asesoría legal para su defensa.","true","LOW","KEEP","KEEP"
"sar-notifica-fiscalizacion-que-hacer-honduras","tributario","Fiscalización del SAR en Honduras: Cómo Responder","Fiscalización SAR Honduras: Guía Completa y","Tipos de fiscalización, plazos para responder, documentación requerida, cómo impugnar una liquidación incorrecta y consejos para superar una revisión del SAR.","Entienda el proceso de fiscalización del SAR en Honduras. Conozca sus derechos, plazos, documentación necesaria y cómo impugnar liquidaciones.","","","","sin conflicto demostrado","Fiscalización del SAR en Honduras: Cómo Responder","Fiscalización SAR Honduras: Guía Completa y","Tipos de fiscalización, plazos para responder, documentación requerida, cómo impugnar una liquidación incorrecta y consejos para superar una revisión del SAR.","Entienda el proceso de fiscalización del SAR en Honduras. Conozca sus derechos, plazos, documentación necesaria y cómo impugnar liquidaciones.","true","LOW","KEEP","KEEP"
"servicios-legales-empresas-sur-honduras","derecho-civil","Guía de Servicios Legales para Empresas en el Sur","Servicios Legales Empresas Sur Honduras","Panorama de los servicios legales disponibles en la zona sur de Honduras para empresas y particulares: asesoría corporativa, defensa penal, laboral, familia,","Descubra los servicios legales para empresas en el sur de Honduras: corporativo, penal, laboral, civil y más. Asesoría experta y local. ¡Contáctenos!","","","","sin conflicto demostrado","Guía de Servicios Legales para Empresas en el Sur","Servicios Legales Empresas Sur Honduras","Panorama de los servicios legales disponibles en la zona sur de Honduras para empresas y particulares: asesoría corporativa, defensa penal, laboral, familia,","Descubra los servicios legales para empresas en el sur de Honduras: corporativo, penal, laboral, civil y más. Asesoría experta y local. ¡Contáctenos!","true","LOW","KEEP","KEEP"
"sobreseimiento-definitivo-provisional","proceso-penal","Sobreseimiento definitivo y provisional en Honduras","Sobreseimiento definitivo y provisional en Honduras","¿Puede cerrar su caso penal en Honduras? Diferencias entre sobreseimiento definitivo (archivo total) y provisional. Requisitos y plazos.","Cuándo una resolución cierra definitivamente el proceso y cuándo permite reapertura si aparecen nuevas pruebas dentro del plazo legal.","","","","sin conflicto demostrado","Sobreseimiento definitivo y provisional en Honduras","Sobreseimiento definitivo y provisional en Honduras","¿Puede cerrar su caso penal en Honduras? Diferencias entre sobreseimiento definitivo (archivo total) y provisional. Requisitos y plazos.","Cuándo una resolución cierra definitivamente el proceso y cuándo permite reapertura si aparecen nuevas pruebas dentro del plazo legal.","true","LOW","KEEP","KEEP"
"tarjetas-credito-intereses-cargos-defensa-honduras","derecho-bancario","Tarjetas de Crédito en Honduras","Reclama Cargos Indebidos Tarjeta Crédito Honduras","Seguros no solicitados, membresías, comisiones por pago tardío y anatocismo. Cómo reclamar ante el banco (15 días), la CNBS y los tribunales.","Conoce tus derechos y cómo reclamar cargos indebidos en tu tarjeta de crédito en Honduras. Guía legal sobre Ley del Consumidor y CNBS.","","","","sin conflicto demostrado","Tarjetas de Crédito en Honduras","Reclama Cargos Indebidos Tarjeta Crédito Honduras","Seguros no solicitados, membresías, comisiones por pago tardío y anatocismo. Cómo reclamar ante el banco (15 días), la CNBS y los tribunales.","Conoce tus derechos y cómo reclamar cargos indebidos en tu tarjeta de crédito en Honduras. Guía legal sobre Ley del Consumidor y CNBS.","true","LOW","KEEP","KEEP"
"testamentos-sucesiones-herencia-honduras","derecho-civil","Herencias en Honduras: Testamento y Sucesión","Herencias en Honduras: Testamento y Sucesión","Cómo se tramita una herencia en Honduras, qué cambia si existe testamento y qué documentos conviene reunir antes de iniciar la sucesión.","Cómo se tramita una herencia en Honduras, qué cambia si existe testamento y qué documentos conviene reunir antes de iniciar la sucesión.","DUPLICATE_INTENT","DUPLICATE_INTENT","herencias-honduras","testamento y trámite sucesorio","Testamentos y sucesiones en Honduras: trámites hereditarios","Testamentos y sucesiones en Honduras","Cómo se tramita una sucesión en Honduras, qué cambia si existe testamento y qué documentos conviene reunir para el trámite hereditario.","Conozca cómo se tramita una sucesión en Honduras, qué cambia si existe testamento y qué documentos reunir para el trámite hereditario.","true","LOW","FIX_DUPLICATE","FIXED"
"tipos-sociedad-mercantil-honduras","derecho-mercantil","Tipos de Sociedad Mercantil en Honduras","Tipos de Sociedades Mercantiles en Honduras","S. de R.L., S.A., E.I.R.L. y Sociedad en Comandita comparadas: responsabilidad de los socios, costos de constitución, requisitos de gobierno corporativo y","Descubra los tipos de sociedades mercantiles en Honduras (S.A., S. de R.L., E.I.R.L.) y elija la más adecuada para su negocio.","","","","sin conflicto demostrado","Tipos de Sociedad Mercantil en Honduras","Tipos de Sociedades Mercantiles en Honduras","S. de R.L., S.A., E.I.R.L. y Sociedad en Comandita comparadas: responsabilidad de los socios, costos de constitución, requisitos de gobierno corporativo y","Descubra los tipos de sociedades mercantiles en Honduras (S.A., S. de R.L., E.I.R.L.) y elija la más adecuada para su negocio.","true","LOW","KEEP","KEEP"
"titulos-valores-cheques-sin-fondo-honduras","derecho-mercantil","Cheques sin Fondo en Honduras: Protesto Notarial","Cheques sin Fondos en Honduras","Protesto notarial obligatorio en 8 días, acción cambiaria en 6 meses, qué puede reclamar (importe + intereses + gastos) y cuándo un cheque sin fondo es delito","Descubra c&oacute;mo actuar ante un cheque sin fondos en Honduras. Plazos, protesto notarial, acci&oacute;n cambiaria y denuncia penal. Proteja sus","","","","sin conflicto demostrado","Cheques sin Fondo en Honduras: Protesto Notarial","Cheques sin Fondos en Honduras","Protesto notarial obligatorio en 8 días, acción cambiaria en 6 meses, qué puede reclamar (importe + intereses + gastos) y cuándo un cheque sin fondo es delito","Descubra c&oacute;mo actuar ante un cheque sin fondos en Honduras. Plazos, protesto notarial, acci&oacute;n cambiaria y denuncia penal. Proteja sus","true","LOW","KEEP","KEEP"
"tramites-legales-nacaome","practica-legal","Trámites Legales en Nacaome: Poderes","Trámites Legales Nacaome: Poderes","Trámites legales en Nacaome: poderes notariales, contratos, escrituras, RTN, demandas. Bufete local con presencia en los juzgados de Valle. Atención","Realice sus trámites legales en Nacaome, Valle. Expertos en poderes, contratos, escrituras y demandas. Asesoría legal integral en Honduras.","","","","sin conflicto demostrado","Trámites Legales en Nacaome: Poderes","Trámites Legales Nacaome: Poderes","Trámites legales en Nacaome: poderes notariales, contratos, escrituras, RTN, demandas. Bufete local con presencia en los juzgados de Valle. Atención","Realice sus trámites legales en Nacaome, Valle. Expertos en poderes, contratos, escrituras y demandas. Asesoría legal integral en Honduras.","true","LOW","KEEP","KEEP"
"tributar-espana-bienes-guia","hondurenos-en-espana","Tributar en España con bienes en Honduras","Tributación Honduras-España: Convenio y Modelo","Cómo tributa un hondureño residente en España que mantiene rentas o bienes en Honduras: residencia fiscal, Convenio de doble imposición y obligación del modelo","Guía fiscal para hondureños en España: cómo aplicar el convenio de doble imposición y cumplir con el Modelo 720. Evite sanciones.","","","","sin conflicto demostrado","Tributar en España con bienes en Honduras","Tributación Honduras-España: Convenio y Modelo","Cómo tributa un hondureño residente en España que mantiene rentas o bienes en Honduras: residencia fiscal, Convenio de doble imposición y obligación del modelo","Guía fiscal para hondureños en España: cómo aplicar el convenio de doble imposición y cumplir con el Modelo 720. Evite sanciones.","true","LOW","KEEP","KEEP"
"union-de-hecho-requisitos-derechos-honduras","derecho-de-familia","Unión de Hecho en Honduras: Requisitos y Derechos","Unión de Hecho en Honduras: Requisitos y Derechos","Requisitos para el reconocimiento de la unión de hecho en Honduras, derechos patrimoniales y sucesorios, y diferencias con el matrimonio.","Requisitos para el reconocimiento de la unión de hecho en Honduras, derechos patrimoniales y sucesorios, y diferencias con el matrimonio.","","","","sin conflicto demostrado","Unión de Hecho en Honduras: Requisitos y Derechos","Unión de Hecho en Honduras: Requisitos y Derechos","Requisitos para el reconocimiento de la unión de hecho en Honduras, derechos patrimoniales y sucesorios, y diferencias con el matrimonio.","Requisitos para el reconocimiento de la unión de hecho en Honduras, derechos patrimoniales y sucesorios, y diferencias con el matrimonio.","true","LOW","KEEP","KEEP"
"usucapion-prescripcion-adquisitiva-honduras","derecho-civil","Usucapión en Honduras: requisitos y proceso judicial","Usucapión en Honduras: requisitos y proceso judicial","Qué es la prescripción adquisitiva, qué elementos deben acreditarse y cómo se tramita judicialmente una pretensión de usucapión en Honduras.","Qué es la prescripción adquisitiva, qué elementos deben acreditarse y cómo se tramita judicialmente una pretensión de usucapión en Honduras.","","","","sin conflicto demostrado","Usucapión en Honduras: requisitos y proceso judicial","Usucapión en Honduras: requisitos y proceso judicial","Qué es la prescripción adquisitiva, qué elementos deben acreditarse y cómo se tramita judicialmente una pretensión de usucapión en Honduras.","Qué es la prescripción adquisitiva, qué elementos deben acreditarse y cómo se tramita judicialmente una pretensión de usucapión en Honduras.","true","LOW","KEEP","KEEP"
"violencia-domestica-ruta-legal-honduras","derecho-penal","Violencia Doméstica en Honduras: Cómo Denunciar","Violencia Doméstica Honduras: Cómo Denunciar y","Dónde denunciar (Juzgado, MP, 911, CONADEH), medidas de protección inmediatas, qué pruebas necesita aunque no sean perfectas, y qué esperar del proceso","Aprenda cómo denunciar violencia doméstica en Honduras. Conozca la Ley, medidas de protección, pruebas y proceso judicial. Busque justicia y seguridad.","","","","sin conflicto demostrado","Violencia Doméstica en Honduras: Cómo Denunciar","Violencia Doméstica Honduras: Cómo Denunciar y","Dónde denunciar (Juzgado, MP, 911, CONADEH), medidas de protección inmediatas, qué pruebas necesita aunque no sean perfectas, y qué esperar del proceso","Aprenda cómo denunciar violencia doméstica en Honduras. Conozca la Ley, medidas de protección, pruebas y proceso judicial. Busque justicia y seguridad.","true","LOW","KEEP","KEEP"
"visas-inversion-rentista-pensionado","extranjeria-migracion","Guía de Visas de Inversión, Rentista y Pensionado","Visas de Inversión, Rentista y Pensionado en","Visa de inversionista (inversión mínima), rentista (ingresos estables del exterior) y pensionado (jubilados). Requisitos, documentación y proceso ante la DGME.","Obtenga la residencia en Honduras con visas de Inversionista ($50k), Rentista ($2.5k/mes) o Pensionado ($1.5k/mes). Requisitos y proceso ante la DGME.","","","","sin conflicto demostrado","Guía de Visas de Inversión, Rentista y Pensionado","Visas de Inversión, Rentista y Pensionado en","Visa de inversionista (inversión mínima), rentista (ingresos estables del exterior) y pensionado (jubilados). Requisitos, documentación y proceso ante la DGME.","Obtenga la residencia en Honduras con visas de Inversionista ($50k), Rentista ($2.5k/mes) o Pensionado ($1.5k/mes). Requisitos y proceso ante la DGME.","true","LOW","KEEP","KEEP"
"zonas-libres-zoli-beneficios-fiscales-honduras","derecho-aduanero","Zonas Libres en Honduras (ZOLI): Beneficios Fiscales y Requisitos Legales","Zonas Libres (ZOLI) Honduras: Beneficios","Requisitos para instalarse en una ZOLI, beneficios fiscales (ISR, DAI, ISV), proceso de autorización ante la Comisión de Zonas Libres y obligaciones del","Descubra los beneficios fiscales y requisitos para operar en Zonas Libres (ZOLI) de Honduras. Ideal para Inversión Extranjera Directa (IED) con exenciones","","","","sin conflicto demostrado","Zonas Libres en Honduras (ZOLI): Beneficios Fiscales y Requisitos Legales","Zonas Libres (ZOLI) Honduras: Beneficios","Requisitos para instalarse en una ZOLI, beneficios fiscales (ISR, DAI, ISV), proceso de autorización ante la Comisión de Zonas Libres y obligaciones del","Descubra los beneficios fiscales y requisitos para operar en Zonas Libres (ZOLI) de Honduras. Ideal para Inversión Extranjera Directa (IED) con exenciones","true","LOW","KEEP","KEEP"
